"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"166","Census Tract 120","615","Census Tract 703.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1638,1121,2392
"166","Census Tract 120","616","Census Tract 701.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1546,1167,2048
"166","Census Tract 120","617","Census Tract 118","3/1/2020 - 3/31/2020, Every day, Daily Average",776,508,1184
"166","Census Tract 120","618","Census Tract 302.28","3/1/2020 - 3/31/2020, Every day, Daily Average",1572,1191,2073
"166","Census Tract 120","619","Census Tract 302.30","3/1/2020 - 3/31/2020, Every day, Daily Average",1879,1495,2361
"166","Census Tract 120","620","Census Tract 302.31","3/1/2020 - 3/31/2020, Every day, Daily Average",2207,1777,2740
"166","Census Tract 120","621","Census Tract 403.06","3/1/2020 - 3/31/2020, Every day, Daily Average",597,424,838
"166","Census Tract 120","623","Census Tract 501.08","3/1/2020 - 3/31/2020, Every day, Daily Average",2694,2300,3155
"166","Census Tract 120","624","Census Tract 501.09","3/1/2020 - 3/31/2020, Every day, Daily Average",2601,2142,3157
"166","Census Tract 120","625","Census Tract 502.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1993,1564,2539
"166","Census Tract 120","626","Census Tract 502.13","3/1/2020 - 3/31/2020, Every day, Daily Average",2038,1591,2609
"166","Census Tract 120","627","Census Tract 506.05","3/1/2020 - 3/31/2020, Every day, Daily Average",2315,1811,2957
"166","Census Tract 120","628","Census Tract 404.16","3/1/2020 - 3/31/2020, Every day, Daily Average",791,593,1054
"166","Census Tract 120","629","Census Tract 405.25","3/1/2020 - 3/31/2020, Every day, Daily Average",1562,1292,1887
"166","Census Tract 120","630","Census Tract 505.28","3/1/2020 - 3/31/2020, Every day, Daily Average",2285,1815,2876
"166","Census Tract 120","631","Census Tract 505.38","3/1/2020 - 3/31/2020, Every day, Daily Average",2038,1673,2482
"166","Census Tract 120","632","Census Tract 505.30","3/1/2020 - 3/31/2020, Every day, Daily Average",2063,1559,2728
"166","Census Tract 120","633","Census Tract 505.29","3/1/2020 - 3/31/2020, Every day, Daily Average",1873,1465,2393
"166","Census Tract 120","634","Census Tract 405.26","3/1/2020 - 3/31/2020, Every day, Daily Average",1437,1095,1885
"166","Census Tract 120","635","Census Tract 403.08","3/1/2020 - 3/31/2020, Every day, Daily Average",484,335,697
"166","Census Tract 120","636","Census Tract 402.04","3/1/2020 - 3/31/2020, Every day, Daily Average",928,669,1285
"166","Census Tract 120","637","Census Tract 404.14","3/1/2020 - 3/31/2020, Every day, Daily Average",708,513,975
"166","Census Tract 120","638","Census Tract 405.21","3/1/2020 - 3/31/2020, Every day, Daily Average",987,717,1358
"166","Census Tract 120","639","Census Tract 502.17","3/1/2020 - 3/31/2020, Every day, Daily Average",1746,1341,2272
"166","Census Tract 120","640","Census Tract 502.18","3/1/2020 - 3/31/2020, Every day, Daily Average",2086,1608,2704
"166","Census Tract 120","641","Census Tract 503.17","3/1/2020 - 3/31/2020, Every day, Daily Average",1437,1124,1836
"166","Census Tract 120","642","Census Tract 503.20","3/1/2020 - 3/31/2020, Every day, Daily Average",1216,898,1645
"166","Census Tract 120","643","Census Tract 503.18","3/1/2020 - 3/31/2020, Every day, Daily Average",1708,1268,2299
"166","Census Tract 120","644","Census Tract 502.15","3/1/2020 - 3/31/2020, Every day, Daily Average",1581,1213,2060
"166","Census Tract 120","645","Census Tract 406.15","3/1/2020 - 3/31/2020, Every day, Daily Average",958,751,1221
"166","Census Tract 120","646","Census Tract 406.17","3/1/2020 - 3/31/2020, Every day, Daily Average",1404,962,2048
"166","Census Tract 120","647","Census Tract 402.03","3/1/2020 - 3/31/2020, Every day, Daily Average",934,663,1314
"166","Census Tract 120","648","Census Tract 404.17","3/1/2020 - 3/31/2020, Every day, Daily Average",1013,750,1367
"166","Census Tract 120","649","Census Tract 405.20","3/1/2020 - 3/31/2020, Every day, Daily Average",751,566,995
"166","Census Tract 120","650","Census Tract 405.22","3/1/2020 - 3/31/2020, Every day, Daily Average",801,604,1061
"166","Census Tract 120","651","Census Tract 405.23","3/1/2020 - 3/31/2020, Every day, Daily Average",1024,793,1321
"166","Census Tract 120","652","Census Tract 503.22","3/1/2020 - 3/31/2020, Every day, Daily Average",1810,1510,2169
"166","Census Tract 120","653","Census Tract 503.21","3/1/2020 - 3/31/2020, Every day, Daily Average",1946,1470,2575
"166","Census Tract 120","654","Census Tract 504.34","3/1/2020 - 3/31/2020, Every day, Daily Average",1414,1105,1809
"166","Census Tract 120","655","Census Tract 504.32","3/1/2020 - 3/31/2020, Every day, Daily Average",1723,1337,2219
"166","Census Tract 120","656","Census Tract 406.21","3/1/2020 - 3/31/2020, Every day, Daily Average",1655,1316,2080
"166","Census Tract 120","657","Census Tract 406.22","3/1/2020 - 3/31/2020, Every day, Daily Average",1535,1237,1904
"166","Census Tract 120","658","Census Tract 504.33","3/1/2020 - 3/31/2020, Every day, Daily Average",1561,1112,2190
"166","Census Tract 120","659","Census Tract 505.33","3/1/2020 - 3/31/2020, Every day, Daily Average",1833,1610,2086
"166","Census Tract 120","660","Census Tract 504.35","3/1/2020 - 3/31/2020, Every day, Daily Average",1692,1327,2156
"166","Census Tract 120","661","Census Tract 505.34","3/1/2020 - 3/31/2020, Every day, Daily Average",1826,1602,2080
"166","Census Tract 120","662","Census Tract 505.32","3/1/2020 - 3/31/2020, Every day, Daily Average",2277,1740,2979
"166","Census Tract 120","663","Census Tract 301.06","3/1/2020 - 3/31/2020, Every day, Daily Average",2243,1674,3005
"166","Census Tract 120","664","Census Tract 301.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1815,1388,2373
"166","Census Tract 120","665","Census Tract 314.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1245,968,1601
"166","Census Tract 120","666","Census Tract 314.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1506,1207,1877
"166","Census Tract 120","667","Census Tract 505.35","3/1/2020 - 3/31/2020, Every day, Daily Average",1660,1338,2058
"166","Census Tract 120","668","Census Tract 505.39","3/1/2020 - 3/31/2020, Every day, Daily Average",1772,1517,2069
"166","Census Tract 120","669","Census Tract 505.36","3/1/2020 - 3/31/2020, Every day, Daily Average",1762,1427,2174
"166","Census Tract 120","670","Census Tract 507.27","3/1/2020 - 3/31/2020, Every day, Daily Average",2620,2116,3242
"166","Census Tract 120","671","Census Tract 304.13","3/1/2020 - 3/31/2020, Every day, Daily Average",989,743,1315
"166","Census Tract 120","672","Census Tract 304.14","3/1/2020 - 3/31/2020, Every day, Daily Average",972,740,1276
"166","Census Tract 120","673","Census Tract 304.12","3/1/2020 - 3/31/2020, Every day, Daily Average",1148,883,1491
"166","Census Tract 120","675","Census Tract 1704.04","3/1/2020 - 3/31/2020, Every day, Daily Average",1884,1421,2496
"166","Census Tract 120","677","Census Tract 1706.01","3/1/2020 - 3/31/2020, Every day, Daily Average",1943,1615,2337
"166","Census Tract 120","679","Census Tract 303.41","3/1/2020 - 3/31/2020, Every day, Daily Average",2045,1713,2440
"166","Census Tract 120","680","Census Tract 303.42","3/1/2020 - 3/31/2020, Every day, Daily Average",2366,1851,3024
"166","Census Tract 120","681","Census Tract 304.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1606,1206,2138
"166","Census Tract 120","682","Census Tract 304.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1306,1017,1675
"166","Census Tract 120","683","Census Tract 304.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1378,990,1917
"166","Census Tract 120","684","Census Tract 304.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1295,954,1756
"166","Census Tract 120","687","Census Tract 302.39","3/1/2020 - 3/31/2020, Every day, Daily Average",2590,2111,3176
"166","Census Tract 120","688","Census Tract 405.24","3/1/2020 - 3/31/2020, Every day, Daily Average",1195,929,1536
"166","Census Tract 120","689","Census Tract 406.16","3/1/2020 - 3/31/2020, Every day, Daily Average",975,741,1281
"166","Census Tract 120","690","Census Tract 406.20","3/1/2020 - 3/31/2020, Every day, Daily Average",1419,1148,1753
"166","Census Tract 120","691","Census Tract 404.15","3/1/2020 - 3/31/2020, Every day, Daily Average",717,534,961
"166","Census Tract 120","692","Census Tract 405.19","3/1/2020 - 3/31/2020, Every day, Daily Average",829,623,1102
"166","Census Tract 120","693","Census Tract 406.19","3/1/2020 - 3/31/2020, Every day, Daily Average",1272,1034,1564
"166","Census Tract 120","694","Census Tract 9800","3/1/2020 - 3/31/2020, Every day, Daily Average",580,447,751
"166","Census Tract 120","695","Census Tract 304.11","3/1/2020 - 3/31/2020, Every day, Daily Average",1059,804,1393
"166","Census Tract 120","696","Census Tract 303.44","3/1/2020 - 3/31/2020, Every day, Daily Average",945,712,1253
"166","Census Tract 120","697","Census Tract 303.45","3/1/2020 - 3/31/2020, Every day, Daily Average",911,672,1233
"166","Census Tract 120","698","Census Tract 311.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1185,892,1572
"166","Census Tract 120","699","Census Tract 505.43","3/1/2020 - 3/31/2020, Every day, Daily Average",2201,1905,2542
"166","Census Tract 120","700","Census Tract 505.47","3/1/2020 - 3/31/2020, Every day, Daily Average",2378,1851,3053
"166","Census Tract 120","701","Census Tract 505.24","3/1/2020 - 3/31/2020, Every day, Daily Average",1744,1495,2034
"166","Census Tract 120","702","Census Tract 505.41","3/1/2020 - 3/31/2020, Every day, Daily Average",1858,1442,2393
"166","Census Tract 120","703","Census Tract 315.09","3/1/2020 - 3/31/2020, Every day, Daily Average",1594,1205,2107
"166","Census Tract 120","704","Census Tract 302.23","3/1/2020 - 3/31/2020, Every day, Daily Average",1721,1326,2232
"166","Census Tract 120","705","Census Tract 311.15","3/1/2020 - 3/31/2020, Every day, Daily Average",1461,1105,1931
"166","Census Tract 120","706","Census Tract 311.16","3/1/2020 - 3/31/2020, Every day, Daily Average",1491,1149,1934
"166","Census Tract 120","707","Census Tract 315.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1758,1385,2231
"166","Census Tract 120","708","Census Tract 315.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1813,1483,2215
"166","Census Tract 120","709","Census Tract 311.17","3/1/2020 - 3/31/2020, Every day, Daily Average",1477,1138,1916
"166","Census Tract 120","710","Census Tract 311.18","3/1/2020 - 3/31/2020, Every day, Daily Average",1316,972,1780
"166","Census Tract 120","711","Census Tract 302.22","3/1/2020 - 3/31/2020, Every day, Daily Average",1780,1499,2112
"166","Census Tract 120","712","Census Tract 302.32","3/1/2020 - 3/31/2020, Every day, Daily Average",2273,1875,2755
"166","Census Tract 120","713","Census Tract 302.33","3/1/2020 - 3/31/2020, Every day, Daily Average",2098,1707,2577
"166","Census Tract 120","714","Census Tract 302.34","3/1/2020 - 3/31/2020, Every day, Daily Average",2217,1718,2859
"166","Census Tract 120","717","Census Tract 507.25","3/1/2020 - 3/31/2020, Every day, Daily Average",2112,1762,2530
"166","Census Tract 120","718","Census Tract 507.29","3/1/2020 - 3/31/2020, Every day, Daily Average",2010,1624,2486
"166","Census Tract 120","719","Census Tract 507.22","3/1/2020 - 3/31/2020, Every day, Daily Average",2169,1889,2490
"166","Census Tract 120","721","Census Tract 111","3/1/2020 - 3/31/2020, Every day, Daily Average",522,343,793
"166","Census Tract 120","722","Census Tract 112.01","3/1/2020 - 3/31/2020, Every day, Daily Average",418,269,647
"166","Census Tract 120","723","Census Tract 112.02","3/1/2020 - 3/31/2020, Every day, Daily Average",642,457,901
"166","Census Tract 120","724","Census Tract 1005.01","3/1/2020 - 3/31/2020, Every day, Daily Average",1802,1425,2277
"166","Census Tract 120","727","Census Tract 1009.03","3/1/2020 - 3/31/2020, Every day, Daily Average",2127,1623,2786
"166","Census Tract 120","728","Census Tract 113.01","3/1/2020 - 3/31/2020, Every day, Daily Average",526,355,777
"166","Census Tract 120","729","Census Tract 113.03","3/1/2020 - 3/31/2020, Every day, Daily Average",881,632,1226
"166","Census Tract 120","730","Census Tract 1203.02","3/1/2020 - 3/31/2020, Every day, Daily Average",2255,1886,2694
"166","Census Tract 120","736","Census Tract 1206.02","3/1/2020 - 3/31/2020, Every day, Daily Average",1997,1747,2282
"166","Census Tract 120","740","Census Tract 1201.01","3/1/2020 - 3/31/2020, Every day, Daily Average",2756,2210,3436
"166","Census Tract 120","742","Census Tract 1206.03","3/1/2020 - 3/31/2020, Every day, Daily Average",1848,1437,2375
"166","Census Tract 120","744","Census Tract 1402.08","3/1/2020 - 3/31/2020, Every day, Daily Average",1992,1645,2411
"166","Census Tract 120","745","Census Tract 1402.07","3/1/2020 - 3/31/2020, Every day, Daily Average",2153,1664,2784
"166","Census Tract 120","746","Census Tract 114.05","3/1/2020 - 3/31/2020, Every day, Daily Average",1614,1208,2156
"166","Census Tract 120","747","Census Tract 114.10","3/1/2020 - 3/31/2020, Every day, Daily Average",1929,1469,2532
"166","Census Tract 120","748","Census Tract 114.11","3/1/2020 - 3/31/2020, Every day, Daily Average",1432,1093,1874
"166","Census Tract 120","749","Census Tract 114.14","3/1/2020 - 3/31/2020, Every day, Daily Average",1854,1503,2285
"166","Census Tract 120","750","Census Tract 204","3/1/2020 - 3/31/2020, Every day, Daily Average",597,396,899
"166","Census Tract 120","751","Census Tract 205","3/1/2020 - 3/31/2020, Every day, Daily Average",411,258,654
"166","Census Tract 120","752","Census Tract 206","3/1/2020 - 3/31/2020, Every day, Daily Average",554,331,924
"166","Census Tract 120","753","Census Tract 208.01","3/1/2020 - 3/31/2020, Every day, Daily Average",517,347,769
"166","Census Tract 120","754","Census Tract 209","3/1/2020 - 3/31/2020, Every day, Daily Average",288,181,456
"166","Census Tract 120","755","Census Tract 10.02","3/1/2020 - 3/31/2020, Every day, Daily Average",717,375,1370
"166","Census Tract 120","756","Census Tract 7","3/1/2020 - 3/31/2020, Every day, Daily Average",845,595,1198
"166","Census Tract 120","757","Census Tract 87","3/1/2020 - 3/31/2020, Every day, Daily Average",774,519,1152
"166","Census Tract 120","758","Census Tract 234.16","3/1/2020 - 3/31/2020, Every day, Daily Average",869,655,1151
"166","Census Tract 120","759","Census Tract 238.02","3/1/2020 - 3/31/2020, Every day, Daily Average",754,506,1122
"166","Census Tract 120","760","Census Tract 223.01","3/1/2020 - 3/31/2020, Every day, Daily Average",1182,868,1609
"166","Census Tract 120","761","Census Tract 233.06","3/1/2020 - 3/31/2020, Every day, Daily Average",1461,1115,1914
"166","Census Tract 120","762","Census Tract 201","3/1/2020 - 3/31/2020, Every day, Daily Average",1037,718,1497
"166","Census Tract 120","763","Census Tract 223.02","3/1/2020 - 3/31/2020, Every day, Daily Average",1320,971,1793
"166","Census Tract 120","764","Census Tract 220.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1266,928,1726
"166","Census Tract 120","765","Census Tract 202","3/1/2020 - 3/31/2020, Every day, Daily Average",677,471,972
"166","Census Tract 120","766","Census Tract 203","3/1/2020 - 3/31/2020, Every day, Daily Average",748,527,1060
"166","Census Tract 120","767","Census Tract 234.23","3/1/2020 - 3/31/2020, Every day, Daily Average",891,640,1239
"166","Census Tract 120","768","Census Tract 234.25","3/1/2020 - 3/31/2020, Every day, Daily Average",1048,785,1398
"166","Census Tract 120","769","Census Tract 68.02","3/1/2020 - 3/31/2020, Every day, Daily Average",594,413,852
"166","Census Tract 120","770","Census Tract 69","3/1/2020 - 3/31/2020, Every day, Daily Average",496,323,761
"166","Census Tract 120","771","Census Tract 70.01","3/1/2020 - 3/31/2020, Every day, Daily Average",539,298,973
"166","Census Tract 120","772","Census Tract 74","3/1/2020 - 3/31/2020, Every day, Daily Average",278,205,376
"166","Census Tract 120","773","Census Tract 104","3/1/2020 - 3/31/2020, Every day, Daily Average",1336,974,1831
"166","Census Tract 120","774","Census Tract 114.12","3/1/2020 - 3/31/2020, Every day, Daily Average",1492,1133,1964
"166","Census Tract 120","775","Census Tract 218.13","3/1/2020 - 3/31/2020, Every day, Daily Average",1047,778,1408
"166","Census Tract 120","776","Census Tract 212.18","3/1/2020 - 3/31/2020, Every day, Daily Average",1327,988,1781
"166","Census Tract 120","777","Census Tract 76.02","3/1/2020 - 3/31/2020, Every day, Daily Average",738,505,1077
"166","Census Tract 120","778","Census Tract 21","3/1/2020 - 3/31/2020, Every day, Daily Average",551,308,982
"166","Census Tract 120","779","Census Tract 23","3/1/2020 - 3/31/2020, Every day, Daily Average",649,414,1015
"166","Census Tract 120","780","Census Tract 78.02","3/1/2020 - 3/31/2020, Every day, Daily Average",878,642,1200
"166","Census Tract 120","781","Census Tract 78.05","3/1/2020 - 3/31/2020, Every day, Daily Average",592,415,844
"166","Census Tract 120","782","Census Tract 78.06","3/1/2020 - 3/31/2020, Every day, Daily Average",748,520,1074
"166","Census Tract 120","783","Census Tract 24","3/1/2020 - 3/31/2020, Every day, Daily Average",513,318,826
"166","Census Tract 120","784","Census Tract 26","3/1/2020 - 3/31/2020, Every day, Daily Average",627,345,1137
"166","Census Tract 120","785","Census Tract 28","3/1/2020 - 3/31/2020, Every day, Daily Average",191,102,355
"166","Census Tract 120","786","Census Tract 30","3/1/2020 - 3/31/2020, Every day, Daily Average",584,353,963
"166","Census Tract 120","787","Census Tract 31","3/1/2020 - 3/31/2020, Every day, Daily Average",419,248,707
"166","Census Tract 120","788","Census Tract 32","3/1/2020 - 3/31/2020, Every day, Daily Average",455,256,806
"166","Census Tract 120","789","Census Tract 35","3/1/2020 - 3/31/2020, Every day, Daily Average",111,48,254
"166","Census Tract 120","790","Census Tract 38","3/1/2020 - 3/31/2020, Every day, Daily Average",374,221,631
"166","Census Tract 120","791","Census Tract 78.07","3/1/2020 - 3/31/2020, Every day, Daily Average",459,310,677
"166","Census Tract 120","792","Census Tract 78.08","3/1/2020 - 3/31/2020, Every day, Daily Average",597,368,966
"166","Census Tract 120","793","Census Tract 79","3/1/2020 - 3/31/2020, Every day, Daily Average",768,488,1207
"166","Census Tract 120","794","Census Tract 80","3/1/2020 - 3/31/2020, Every day, Daily Average",646,434,961
"166","Census Tract 120","795","Census Tract 81.02","3/1/2020 - 3/31/2020, Every day, Daily Average",343,211,555
"166","Census Tract 120","796","Census Tract 82.01","3/1/2020 - 3/31/2020, Every day, Daily Average",419,273,642
"166","Census Tract 120","797","Census Tract 40","3/1/2020 - 3/31/2020, Every day, Daily Average",255,153,424
"166","Census Tract 120","798","Census Tract 41","3/1/2020 - 3/31/2020, Every day, Daily Average",211,119,373
"166","Census Tract 120","799","Census Tract 44","3/1/2020 - 3/31/2020, Every day, Daily Average",98,42,224
"166","Census Tract 120","800","Census Tract 48","3/1/2020 - 3/31/2020, Every day, Daily Average",87,40,186
"166","Census Tract 120","801","Census Tract 39","3/1/2020 - 3/31/2020, Every day, Daily Average",316,183,543
"166","Census Tract 120","802","Census Tract 49","3/1/2020 - 3/31/2020, Every day, Daily Average",126,60,260
"166","Census Tract 120","803","Census Tract 50","3/1/2020 - 3/31/2020, Every day, Daily Average",169,92,309
"166","Census Tract 120","804","Census Tract 52","3/1/2020 - 3/31/2020, Every day, Daily Average",216,126,368
"166","Census Tract 120","805","Census Tract 53","3/1/2020 - 3/31/2020, Every day, Daily Average",320,184,555
"166","Census Tract 120","806","Census Tract 82.02","3/1/2020 - 3/31/2020, Every day, Daily Average",796,514,1230
"166","Census Tract 120","807","Census Tract 83.01","3/1/2020 - 3/31/2020, Every day, Daily Average",363,237,555
"166","Census Tract 120","808","Census Tract 83.02","3/1/2020 - 3/31/2020, Every day, Daily Average",465,298,725
"166","Census Tract 120","809","Census Tract 84","3/1/2020 - 3/31/2020, Every day, Daily Average",513,340,773
"166","Census Tract 120","810","Census Tract 85","3/1/2020 - 3/31/2020, Every day, Daily Average",751,491,1146
"166","Census Tract 120","811","Census Tract 86.01","3/1/2020 - 3/31/2020, Every day, Daily Average",711,456,1106
"166","Census Tract 120","812","Census Tract 55.01","3/1/2020 - 3/31/2020, Every day, Daily Average",162,64,407
"166","Census Tract 120","813","Census Tract 55.02","3/1/2020 - 3/31/2020, Every day, Daily Average",286,147,555
"166","Census Tract 120","814","Census Tract 57","3/1/2020 - 3/31/2020, Every day, Daily Average",345,170,699
"166","Census Tract 120","815","Census Tract 58","3/1/2020 - 3/31/2020, Every day, Daily Average",146,67,314
"166","Census Tract 120","816","Census Tract 61","3/1/2020 - 3/31/2020, Every day, Daily Average",516,332,799
"166","Census Tract 120","817","Census Tract 63","3/1/2020 - 3/31/2020, Every day, Daily Average",81,49,132
"166","Census Tract 120","818","Census Tract 64","3/1/2020 - 3/31/2020, Every day, Daily Average",415,261,657
"166","Census Tract 120","819","Census Tract 65","3/1/2020 - 3/31/2020, Every day, Daily Average",134,89,200
"166","Census Tract 120","820","Census Tract 86.02","3/1/2020 - 3/31/2020, Every day, Daily Average",681,467,991
"166","Census Tract 120","821","Census Tract 88","3/1/2020 - 3/31/2020, Every day, Daily Average",1040,683,1582
"166","Census Tract 120","822","Census Tract 92","3/1/2020 - 3/31/2020, Every day, Daily Average",521,350,774
"166","Census Tract 120","823","Census Tract 910.05","3/1/2020 - 3/31/2020, Every day, Daily Average",2083,1613,2688
"166","Census Tract 120","824","Census Tract 75","3/1/2020 - 3/31/2020, Every day, Daily Average",208,148,290
"166","Census Tract 120","825","Census Tract 403.07","3/1/2020 - 3/31/2020, Every day, Daily Average",1063,786,1436
"166","Census Tract 120","828","Census Tract 1704.02","3/1/2020 - 3/31/2020, Every day, Daily Average",1371,1096,1714
"166","Census Tract 120","829","Census Tract 60","3/1/2020 - 3/31/2020, Every day, Daily Average",423,262,682
"166","Census Tract 120","830","Census Tract 81.01","3/1/2020 - 3/31/2020, Every day, Daily Average",565,365,873
"166","Census Tract 120","831","Census Tract 9800","3/1/2020 - 3/31/2020, Every day, Daily Average",584,394,865